timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:39:23.327252+00:00,St0-L0-F,0,0,front,cabbage,S2_3,False,0.895,log_and_continue,"healthy, confident reading (0.90) at stage 'S2_3'",S2_3,False
2026-09-13T18:39:24.038631+00:00,St0-L0-B,0,0,back,lettuce,Leafy growth,False,0.864,log_and_continue,"healthy, confident reading (0.86) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:39:24.804685+00:00,St0-L1-F,0,1,front,mushroom,Harvest,True,0.899,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.90,Harvest,True
2026-09-13T18:39:25.540605+00:00,St0-L1-B,0,1,back,cabbage,S9,False,0.953,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:39:26.311386+00:00,St0-L2-F,0,2,front,lettuce,Early Growth,False,0.82,log_and_continue,"healthy, confident reading (0.82) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:39:27.009583+00:00,St0-L2-B,0,2,back,mushroom,Intermediate,False,0.97,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:39:27.780514+00:00,St0-L3-F,0,3,front,cabbage,S6_7,True,0.814,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.81,S6_7,True
2026-09-13T18:39:28.510196+00:00,St0-L3-B,0,3,back,lettuce,Harvest stage,False,0.974,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:39:29.596281+00:00,St1-L3-F,1,3,front,mushroom,Harvest,True,0.922,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.92,Harvest,True
2026-09-13T18:39:30.317380+00:00,St1-L3-B,1,3,back,cabbage,S9,False,0.979,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:39:31.089795+00:00,St1-L2-F,1,2,front,cabbage,S2_3,False,0.989,log_and_continue,"healthy, confident reading (0.99) at stage 'S2_3'",S2_3,False
2026-09-13T18:39:31.777687+00:00,St1-L2-B,1,2,back,lettuce,Leafy growth,False,0.936,log_and_continue,"healthy, confident reading (0.94) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:39:32.530674+00:00,St1-L1-F,1,1,front,lettuce,Head formation,True,0.853,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.85,Head formation,True
2026-09-13T18:39:33.248442+00:00,St1-L1-B,1,1,back,mushroom,Harvest,False,0.892,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-13T18:39:34.027626+00:00,St1-L0-F,1,0,front,mushroom,Juvenile,False,0.913,log_and_continue,"healthy, confident reading (0.91) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:39:34.712399+00:00,St1-L0-B,1,0,back,cabbage,S8,False,0.645,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S4_5,False
2026-09-13T18:39:35.808934+00:00,St2-L0-F,2,0,front,lettuce,Early Growth,False,0.843,log_and_continue,"healthy, confident reading (0.84) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:39:36.494423+00:00,St2-L0-B,2,0,back,mushroom,Intermediate,False,0.92,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:39:37.264693+00:00,St2-L1-F,2,1,front,cabbage,S6_7,True,0.969,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.97,S6_7,True
2026-09-13T18:39:37.989652+00:00,St2-L1-B,2,1,back,lettuce,Harvest stage,False,0.869,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:39:38.767345+00:00,St2-L2-F,2,2,front,mushroom,Juvenile,False,0.842,log_and_continue,"healthy, confident reading (0.84) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:39:39.462254+00:00,St2-L2-B,2,2,back,cabbage,S4_5,False,0.897,log_and_continue,"healthy, confident reading (0.90) at stage 'S4_5'",S4_5,False
2026-09-13T18:39:40.222175+00:00,St2-L3-F,2,3,front,lettuce,Head formation,True,0.801,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.80,Head formation,True
2026-09-13T18:39:40.938477+00:00,St2-L3-B,2,3,back,mushroom,Harvest,False,0.839,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
