timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-15T02:59:39.887272+00:00,R0C0-L0-F,0,0,0,front,cabbage,S6_7,True,0.951,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.95,S2_3,False
2026-09-15T02:59:40.382792+00:00,R0C0-L0-B,0,0,0,back,lettuce,Leafy growth,True,0.786,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.79,Leafy growth,False
2026-09-15T02:59:40.815969+00:00,R0C0-L1-F,0,0,1,front,mushroom,Juvenile,False,0.908,log_and_continue,"healthy, confident reading (0.91) at stage 'Juvenile'",Harvest,True
2026-09-15T02:59:41.161803+00:00,R0C0-L1-B,0,0,1,back,cabbage,S4_5,False,0.88,log_and_continue,"healthy, confident reading (0.88) at stage 'S4_5'",S9,False
2026-09-15T02:59:41.440606+00:00,R0C0-L2-F,0,0,2,front,lettuce,Harvest stage,False,0.863,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Early Growth,False
2026-09-15T02:59:41.702465+00:00,R0C0-L2-B,0,0,2,back,mushroom,Harvest,False,0.85,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Intermediate,False
2026-09-15T02:59:41.924594+00:00,R0C0-L3-F,0,0,3,front,cabbage,S6_7,False,0.641,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,S6_7,True
2026-09-15T02:59:42.102694+00:00,R0C0-L3-B,0,0,3,back,lettuce,Leafy growth,False,0.884,log_and_continue,"healthy, confident reading (0.88) at stage 'Leafy growth'",Harvest stage,False
2026-09-15T02:59:42.298118+00:00,R0C1-L3-F,0,1,3,front,mushroom,Juvenile,False,0.658,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,Harvest,True
2026-09-15T02:59:42.476101+00:00,R0C1-L3-B,0,1,3,back,cabbage,S9,False,0.75,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-15T02:59:42.699369+00:00,R0C1-L2-F,0,1,2,front,cabbage,S8,True,0.584,schedule_monitoring,low-confidence reading (0.58 < 0.6) -- re-check before trusting it,S2_3,False
