timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-14T06:19:56.546929+00:00,R0C0-L0-F,0,0,0,front,cabbage,S9,False,0.951,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S2_3,False
2026-09-14T06:19:56.562033+00:00,R0C0-L0-B,0,0,0,back,lettuce,Early Growth,False,0.588,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Leafy growth,False
2026-09-14T06:19:56.578288+00:00,R0C0-L1-F,0,0,1,front,mushroom,Harvest,False,0.674,schedule_monitoring,healthy but marginal confidence (0.67) -- re-check sooner,Harvest,True
2026-09-14T06:19:56.592579+00:00,R0C0-L1-B,0,0,1,back,cabbage,S9,False,0.861,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:19:56.608516+00:00,R0C0-L2-F,0,0,2,front,lettuce,Early Growth,True,0.776,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.78,Early Growth,False
2026-09-14T06:19:56.629009+00:00,R0C0-L2-B,0,0,2,back,mushroom,Juvenile,False,0.844,log_and_continue,"healthy, confident reading (0.84) at stage 'Juvenile'",Intermediate,False
2026-09-14T06:19:56.641761+00:00,R0C0-L3-F,0,0,3,front,cabbage,S2_3,False,0.931,log_and_continue,"healthy, confident reading (0.93) at stage 'S2_3'",S6_7,True
2026-09-14T06:19:56.652874+00:00,R0C0-L3-B,0,0,3,back,lettuce,Leafy growth,False,0.823,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Harvest stage,False
2026-09-14T06:19:56.671083+00:00,R0C1-L3-F,0,1,3,front,mushroom,Juvenile,False,0.568,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,Harvest,True
2026-09-14T06:19:56.685729+00:00,R0C1-L3-B,0,1,3,back,cabbage,S8,False,0.673,schedule_monitoring,healthy but marginal confidence (0.67) -- re-check sooner,S9,False
2026-09-14T06:19:56.702226+00:00,R0C1-L2-F,0,1,2,front,cabbage,S4_5,True,0.962,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.96,S2_3,False
2026-09-14T06:19:56.723448+00:00,R0C1-L2-B,0,1,2,back,lettuce,Head formation,False,0.753,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Leafy growth,False
2026-09-14T06:19:56.740678+00:00,R0C1-L1-F,0,1,1,front,lettuce,Leafy growth,False,0.817,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Head formation,True
2026-09-14T06:19:56.751584+00:00,R0C1-L1-B,0,1,1,back,mushroom,Harvest,False,0.984,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
