timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:36:50.753539+00:00,St0-L0-F,0,0,front,cabbage,S2_3,False,0.485,schedule_monitoring,low-confidence reading (0.48 < 0.6) -- re-check before trusting it,S2_3,False
2026-09-13T18:36:51.504877+00:00,St0-L0-B,0,0,back,lettuce,Leafy growth,False,0.979,log_and_continue,"healthy, confident reading (0.98) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:36:52.334327+00:00,St0-L1-F,0,1,front,mushroom,Harvest,False,0.634,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Harvest,True
2026-09-13T18:36:53.087275+00:00,St0-L1-B,0,1,back,cabbage,S9,False,0.965,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:36:53.920007+00:00,St0-L2-F,0,2,front,lettuce,Early Growth,False,0.814,log_and_continue,"healthy, confident reading (0.81) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:36:54.671613+00:00,St0-L2-B,0,2,back,mushroom,Intermediate,False,0.957,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:36:55.498368+00:00,St0-L3-F,0,3,front,cabbage,S6_7,True,0.914,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.91,S6_7,True
2026-09-13T18:36:56.284531+00:00,St0-L3-B,0,3,back,lettuce,Harvest stage,False,0.933,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:36:57.443012+00:00,St1-L3-F,1,3,front,mushroom,Juvenile,False,0.709,log_and_continue,"healthy, confident reading (0.71) at stage 'Juvenile'",Harvest,True
2026-09-13T18:36:58.181670+00:00,St1-L3-B,1,3,back,cabbage,S9,False,0.882,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:36:58.997977+00:00,St1-L2-F,1,2,front,cabbage,S8,True,0.402,schedule_monitoring,low-confidence reading (0.40 < 0.6) -- re-check before trusting it,S2_3,False
2026-09-13T18:36:59.758816+00:00,St1-L2-B,1,2,back,lettuce,Leafy growth,False,0.824,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:37:00.565754+00:00,St1-L1-F,1,1,front,lettuce,Head formation,True,0.85,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.85,Head formation,True
2026-09-13T18:37:01.315193+00:00,St1-L1-B,1,1,back,mushroom,Harvest,False,0.806,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-13T18:37:02.131295+00:00,St1-L0-F,1,0,front,mushroom,Juvenile,False,0.827,log_and_continue,"healthy, confident reading (0.83) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:37:02.853471+00:00,St1-L0-B,1,0,back,cabbage,S4_5,False,0.935,log_and_continue,"healthy, confident reading (0.94) at stage 'S4_5'",S4_5,False
2026-09-13T18:37:03.985881+00:00,St2-L0-F,2,0,front,lettuce,Early Growth,False,0.893,log_and_continue,"healthy, confident reading (0.89) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:37:04.720869+00:00,St2-L0-B,2,0,back,mushroom,Harvest,True,0.705,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.70,Intermediate,False
2026-09-13T18:37:05.572326+00:00,St2-L1-F,2,1,front,cabbage,S6_7,True,0.805,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.81,S6_7,True
2026-09-13T18:37:06.341637+00:00,St2-L1-B,2,1,back,lettuce,Harvest stage,False,0.978,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:37:07.171013+00:00,St2-L2-F,2,2,front,mushroom,Juvenile,False,0.833,log_and_continue,"healthy, confident reading (0.83) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:37:07.906320+00:00,St2-L2-B,2,2,back,cabbage,S2_3,True,0.622,flag_for_treatment,disease detected at stage 'S2_3' with confidence 0.62,S4_5,False
2026-09-13T18:37:08.748302+00:00,St2-L3-F,2,3,front,lettuce,Head formation,True,0.838,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.84,Head formation,True
2026-09-13T18:37:09.526986+00:00,St2-L3-B,2,3,back,mushroom,Harvest,False,0.905,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
