timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:39:17.967981+00:00,St0-L0-F,0,0,front,cabbage,S8,True,0.942,flag_for_treatment,disease detected at stage 'S8' with confidence 0.94,S2_3,False
2026-09-13T18:39:18.017632+00:00,St0-L0-B,0,0,back,lettuce,Early Growth,False,0.628,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Leafy growth,False
2026-09-13T18:39:18.058368+00:00,St0-L1-F,0,1,front,mushroom,Juvenile,False,0.6,schedule_monitoring,healthy but marginal confidence (0.60) -- re-check sooner,Harvest,True
2026-09-13T18:39:18.102399+00:00,St0-L1-B,0,1,back,cabbage,S8,False,0.903,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S9,False
2026-09-13T18:39:18.147175+00:00,St0-L2-F,0,2,front,lettuce,Early Growth,True,0.757,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.76,Early Growth,False
2026-09-13T18:39:18.202612+00:00,St0-L2-B,0,2,back,mushroom,Juvenile,True,0.963,flag_for_treatment,disease detected at stage 'Juvenile' with confidence 0.96,Intermediate,False
2026-09-13T18:39:18.262073+00:00,St0-L3-F,0,3,front,cabbage,S6_7,False,0.648,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S6_7,True
2026-09-13T18:39:18.306127+00:00,St0-L3-B,0,3,back,lettuce,Head formation,False,0.956,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:39:18.358721+00:00,St1-L3-F,1,3,front,mushroom,Harvest,False,0.971,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,True
2026-09-13T18:39:18.398201+00:00,St1-L3-B,1,3,back,cabbage,S6_7,False,0.951,log_and_continue,"healthy, confident reading (0.95) at stage 'S6_7'",S9,False
2026-09-13T18:39:18.432093+00:00,St1-L2-F,1,2,front,cabbage,S4_5,False,0.739,log_and_continue,"healthy, confident reading (0.74) at stage 'S4_5'",S2_3,False
2026-09-13T18:39:18.464849+00:00,St1-L2-B,1,2,back,lettuce,Head formation,True,0.82,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.82,Leafy growth,False
2026-09-13T18:39:18.523894+00:00,St1-L1-F,1,1,front,lettuce,Harvest stage,False,0.675,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,Head formation,True
2026-09-13T18:39:18.563112+00:00,St1-L1-B,1,1,back,mushroom,Harvest,True,0.593,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Harvest,False
2026-09-13T18:39:18.606029+00:00,St1-L0-F,1,0,front,mushroom,Intermediate,True,0.881,flag_for_treatment,disease detected at stage 'Intermediate' with confidence 0.88,Juvenile,False
2026-09-13T18:39:18.654374+00:00,St1-L0-B,1,0,back,cabbage,S9,False,0.678,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S4_5,False
2026-09-13T18:39:18.697751+00:00,St2-L0-F,2,0,front,lettuce,Head formation,False,0.759,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Early Growth,False
2026-09-13T18:39:18.732650+00:00,St2-L0-B,2,0,back,mushroom,Harvest,False,0.647,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,Intermediate,False
2026-09-13T18:39:18.775040+00:00,St2-L1-F,2,1,front,cabbage,S4_5,True,0.946,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.95,S6_7,True
2026-09-13T18:39:18.822928+00:00,St2-L1-B,2,1,back,lettuce,Leafy growth,False,0.637,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Harvest stage,False
2026-09-13T18:39:18.859627+00:00,St2-L2-F,2,2,front,mushroom,Harvest,False,0.772,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-13T18:39:18.894873+00:00,St2-L2-B,2,2,back,cabbage,S2_3,True,0.79,flag_for_treatment,disease detected at stage 'S2_3' with confidence 0.79,S4_5,False
2026-09-13T18:39:18.942742+00:00,St2-L3-F,2,3,front,lettuce,Head formation,False,0.705,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Head formation,True
2026-09-13T18:39:18.977674+00:00,St2-L3-B,2,3,back,mushroom,Juvenile,False,0.735,log_and_continue,"healthy, confident reading (0.73) at stage 'Juvenile'",Harvest,False
