timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T19:01:29.286029+00:00,R0C0-L0-F,0,0,0,front,cabbage,S2_3,False,0.924,log_and_continue,"healthy, confident reading (0.92) at stage 'S2_3'",S2_3,False
2026-09-13T19:01:29.985363+00:00,R0C0-L0-B,0,0,0,back,lettuce,Leafy growth,False,0.902,log_and_continue,"healthy, confident reading (0.90) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T19:01:30.897940+00:00,R0C0-L1-F,0,0,1,front,mushroom,Harvest,True,0.838,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.84,Harvest,True
2026-09-13T19:01:31.717813+00:00,R0C0-L1-B,0,0,1,back,cabbage,S9,False,0.947,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T19:01:32.694412+00:00,R0C0-L2-F,0,0,2,front,lettuce,Early Growth,False,0.882,log_and_continue,"healthy, confident reading (0.88) at stage 'Early Growth'",Early Growth,False
2026-09-13T19:01:33.391540+00:00,R0C0-L2-B,0,0,2,back,mushroom,Juvenile,False,0.633,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Intermediate,False
2026-09-13T19:01:34.340356+00:00,R0C0-L3-F,0,0,3,front,cabbage,S6_7,True,0.888,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.89,S6_7,True
2026-09-13T19:01:35.155968+00:00,R0C0-L3-B,0,0,3,back,lettuce,Harvest stage,False,0.946,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T19:01:36.751417+00:00,R0C1-L3-F,0,1,3,front,mushroom,Harvest,True,0.892,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.89,Harvest,True
2026-09-13T19:01:37.554305+00:00,R0C1-L3-B,0,1,3,back,cabbage,S9,False,0.988,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T19:01:38.497368+00:00,R0C1-L2-F,0,1,2,front,cabbage,S8,False,0.684,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S2_3,False
2026-09-13T19:01:39.262037+00:00,R0C1-L2-B,0,1,2,back,lettuce,Leafy growth,False,0.926,log_and_continue,"healthy, confident reading (0.93) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T19:01:40.168363+00:00,R0C1-L1-F,0,1,1,front,lettuce,Head formation,True,0.968,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.97,Head formation,True
2026-09-13T19:01:40.995761+00:00,R0C1-L1-B,0,1,1,back,mushroom,Harvest,False,0.934,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-13T19:01:41.923484+00:00,R0C1-L0-F,0,1,0,front,mushroom,Juvenile,False,0.841,log_and_continue,"healthy, confident reading (0.84) at stage 'Juvenile'",Juvenile,False
2026-09-13T19:01:42.641037+00:00,R0C1-L0-B,0,1,0,back,cabbage,S4_5,False,0.943,log_and_continue,"healthy, confident reading (0.94) at stage 'S4_5'",S4_5,False
