timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-14T06:28:14.345798+00:00,R0C0-L0-F,0,0,0,front,cabbage,S4_5,True,0.762,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.76,S2_3,False
2026-09-14T06:28:14.416175+00:00,R0C0-L0-B,0,0,0,back,lettuce,Early Growth,False,0.671,schedule_monitoring,healthy but marginal confidence (0.67) -- re-check sooner,Leafy growth,False
2026-09-14T06:28:14.476042+00:00,R0C0-L1-F,0,0,1,front,mushroom,Harvest,False,0.95,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,True
2026-09-14T06:28:14.529294+00:00,R0C0-L1-B,0,0,1,back,cabbage,S9,False,0.94,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:28:14.575131+00:00,R0C0-L2-F,0,0,2,front,lettuce,Head formation,True,0.585,schedule_monitoring,low-confidence reading (0.58 < 0.6) -- re-check before trusting it,Early Growth,False
2026-09-14T06:28:14.615152+00:00,R0C0-L2-B,0,0,2,back,mushroom,Harvest,False,0.768,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:28:14.648142+00:00,R0C0-L3-F,0,0,3,front,cabbage,S9,True,0.674,flag_for_treatment,disease detected at stage 'S9' with confidence 0.67,S6_7,True
2026-09-14T06:28:14.680590+00:00,R0C0-L3-B,0,0,3,back,lettuce,Head formation,False,0.955,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:28:14.713850+00:00,R0C1-L3-F,0,1,3,front,mushroom,Juvenile,False,0.757,log_and_continue,"healthy, confident reading (0.76) at stage 'Juvenile'",Harvest,True
2026-09-14T06:28:14.735978+00:00,R0C1-L3-B,0,1,3,back,cabbage,S2_3,False,0.684,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S9,False
2026-09-14T06:28:14.769628+00:00,R0C1-L2-F,0,1,2,front,cabbage,S6_7,False,0.68,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S2_3,False
2026-09-14T06:28:14.810102+00:00,R0C1-L2-B,0,1,2,back,lettuce,Leafy growth,True,0.745,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.74,Leafy growth,False
2026-09-14T06:28:14.862689+00:00,R0C1-L1-F,0,1,1,front,lettuce,Early Growth,False,0.919,log_and_continue,"healthy, confident reading (0.92) at stage 'Early Growth'",Head formation,True
2026-09-14T06:28:14.911371+00:00,R0C1-L1-B,0,1,1,back,mushroom,Intermediate,False,0.944,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:28:14.969619+00:00,R0C1-L0-F,0,1,0,front,mushroom,Juvenile,False,0.779,log_and_continue,"healthy, confident reading (0.78) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:28:15.030886+00:00,R0C1-L0-B,0,1,0,back,cabbage,S8,False,0.663,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,S4_5,False
2026-09-14T06:28:15.102494+00:00,R0C2-L0-F,0,2,0,front,lettuce,Early Growth,True,0.724,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.72,Early Growth,False
2026-09-14T06:28:15.173250+00:00,R0C2-L0-B,0,2,0,back,mushroom,Intermediate,False,0.862,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:28:15.231566+00:00,R0C2-L1-F,0,2,1,front,cabbage,S4_5,True,0.722,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.72,S6_7,True
2026-09-14T06:28:15.290282+00:00,R0C2-L1-B,0,2,1,back,lettuce,Leafy growth,True,0.776,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.78,Harvest stage,False
2026-09-14T06:28:15.343371+00:00,R0C2-L2-F,0,2,2,front,mushroom,Harvest,False,0.974,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-14T06:28:15.382561+00:00,R0C2-L2-B,0,2,2,back,cabbage,S6_7,False,0.758,log_and_continue,"healthy, confident reading (0.76) at stage 'S6_7'",S4_5,False
2026-09-14T06:28:15.411378+00:00,R0C2-L3-F,0,2,3,front,lettuce,Early Growth,False,0.654,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,Head formation,True
2026-09-14T06:28:15.438174+00:00,R0C2-L3-B,0,2,3,back,mushroom,Harvest,False,0.872,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:28:15.487259+00:00,R1C2-L3-F,1,2,3,front,lettuce,Early Growth,False,0.779,log_and_continue,"healthy, confident reading (0.78) at stage 'Early Growth'",Head formation,True
2026-09-14T06:28:15.510496+00:00,R1C2-L3-B,1,2,3,back,mushroom,Juvenile,False,0.904,log_and_continue,"healthy, confident reading (0.90) at stage 'Juvenile'",Harvest,False
2026-09-14T06:28:15.539267+00:00,R1C2-L2-F,1,2,2,front,mushroom,Intermediate,False,0.813,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Juvenile,False
2026-09-14T06:28:15.579632+00:00,R1C2-L2-B,1,2,2,back,cabbage,S4_5,True,0.805,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.81,S4_5,False
2026-09-14T06:28:15.632268+00:00,R1C2-L1-F,1,2,1,front,cabbage,S9,False,0.642,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,S6_7,True
2026-09-14T06:28:15.684284+00:00,R1C2-L1-B,1,2,1,back,lettuce,Leafy growth,False,0.958,log_and_continue,"healthy, confident reading (0.96) at stage 'Leafy growth'",Harvest stage,False
