timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:40:15.614393+00:00,St0-L0-F,0,0,front,cabbage,S8,False,0.711,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S2_3,False
2026-09-13T18:40:15.655516+00:00,St0-L0-B,0,0,back,lettuce,Harvest stage,False,0.8,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Leafy growth,False
2026-09-13T18:40:15.697749+00:00,St0-L1-F,0,1,front,mushroom,Harvest,False,0.582,schedule_monitoring,low-confidence reading (0.58 < 0.6) -- re-check before trusting it,Harvest,True
2026-09-13T18:40:15.740022+00:00,St0-L1-B,0,1,back,cabbage,S6_7,True,0.851,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.85,S9,False
2026-09-13T18:40:15.792456+00:00,St0-L2-F,0,2,front,lettuce,Harvest stage,False,0.837,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Early Growth,False
2026-09-13T18:40:15.829995+00:00,St0-L2-B,0,2,back,mushroom,Juvenile,False,0.801,log_and_continue,"healthy, confident reading (0.80) at stage 'Juvenile'",Intermediate,False
2026-09-13T18:40:15.860276+00:00,St0-L3-F,0,3,front,cabbage,S4_5,False,0.755,log_and_continue,"healthy, confident reading (0.76) at stage 'S4_5'",S6_7,True
2026-09-13T18:40:15.890451+00:00,St0-L3-B,0,3,back,lettuce,Leafy growth,False,0.562,schedule_monitoring,low-confidence reading (0.56 < 0.6) -- re-check before trusting it,Harvest stage,False
2026-09-13T18:40:15.942204+00:00,St1-L3-F,1,3,front,mushroom,Juvenile,False,0.594,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Harvest,True
2026-09-13T18:40:15.980272+00:00,St1-L3-B,1,3,back,cabbage,S4_5,True,0.792,flag_for_treatment,disease detected at stage 'S4_5' with confidence 0.79,S9,False
2026-09-13T18:40:16.027992+00:00,St1-L2-F,1,2,front,cabbage,S4_5,False,0.884,log_and_continue,"healthy, confident reading (0.88) at stage 'S4_5'",S2_3,False
2026-09-13T18:40:16.053139+00:00,St1-L2-B,1,2,back,lettuce,Head formation,False,0.982,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Leafy growth,False
2026-09-13T18:40:16.092224+00:00,St1-L1-F,1,1,front,lettuce,Leafy growth,False,0.82,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Head formation,True
2026-09-13T18:40:16.120067+00:00,St1-L1-B,1,1,back,mushroom,Intermediate,False,0.734,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
2026-09-13T18:40:16.156560+00:00,St1-L0-F,1,0,front,mushroom,Juvenile,False,0.571,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,Juvenile,False
2026-09-13T18:40:16.190737+00:00,St1-L0-B,1,0,back,cabbage,S6_7,False,0.59,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,S4_5,False
2026-09-13T18:40:16.234047+00:00,St2-L0-F,2,0,front,lettuce,Head formation,False,0.686,schedule_monitoring,healthy but marginal confidence (0.69) -- re-check sooner,Early Growth,False
2026-09-13T18:40:16.267875+00:00,St2-L0-B,2,0,back,mushroom,Intermediate,True,0.884,flag_for_treatment,disease detected at stage 'Intermediate' with confidence 0.88,Intermediate,False
2026-09-13T18:40:16.317511+00:00,St2-L1-F,2,1,front,cabbage,S6_7,False,0.865,log_and_continue,"healthy, confident reading (0.86) at stage 'S6_7'",S6_7,True
2026-09-13T18:40:16.346260+00:00,St2-L1-B,2,1,back,lettuce,Leafy growth,True,0.594,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Harvest stage,False
2026-09-13T18:40:16.383107+00:00,St2-L2-F,2,2,front,mushroom,Juvenile,False,0.661,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,Juvenile,False
2026-09-13T18:40:16.420727+00:00,St2-L2-B,2,2,back,cabbage,S6_7,False,0.57,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,S4_5,False
2026-09-13T18:40:16.457131+00:00,St2-L3-F,2,3,front,lettuce,Head formation,False,0.569,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,Head formation,True
2026-09-13T18:40:16.491980+00:00,St2-L3-B,2,3,back,mushroom,Juvenile,False,0.909,log_and_continue,"healthy, confident reading (0.91) at stage 'Juvenile'",Harvest,False
