timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:57:09.934793+00:00,R0C0-L0-F,0,0,0,front,cabbage,S6_7,False,0.802,log_and_continue,"healthy, confident reading (0.80) at stage 'S6_7'",S2_3,False
2026-09-13T18:57:10.001654+00:00,R0C0-L0-B,0,0,0,back,lettuce,Head formation,False,0.736,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Leafy growth,False
2026-09-13T18:57:10.109929+00:00,R0C0-L1-F,0,0,1,front,mushroom,Juvenile,False,0.831,log_and_continue,"healthy, confident reading (0.83) at stage 'Juvenile'",Harvest,True
2026-09-13T18:57:10.176842+00:00,R0C0-L1-B,0,0,1,back,cabbage,S6_7,False,0.646,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S9,False
2026-09-13T18:57:10.285134+00:00,R0C0-L2-F,0,0,2,front,lettuce,Leafy growth,False,0.758,log_and_continue,"healthy, confident reading (0.76) at stage 'Leafy growth'",Early Growth,False
2026-09-13T18:57:10.352546+00:00,R0C0-L2-B,0,0,2,back,mushroom,Juvenile,False,0.902,log_and_continue,"healthy, confident reading (0.90) at stage 'Juvenile'",Intermediate,False
2026-09-13T18:57:10.430442+00:00,R0C0-L3-F,0,0,3,front,cabbage,S6_7,False,0.652,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S6_7,True
2026-09-13T18:57:10.527329+00:00,R0C0-L3-B,0,0,3,back,lettuce,Leafy growth,False,0.841,log_and_continue,"healthy, confident reading (0.84) at stage 'Leafy growth'",Harvest stage,False
2026-09-13T18:57:10.643224+00:00,R0C1-L3-F,0,1,3,front,mushroom,Juvenile,False,0.819,log_and_continue,"healthy, confident reading (0.82) at stage 'Juvenile'",Harvest,True
2026-09-13T18:57:10.710068+00:00,R0C1-L3-B,0,1,3,back,cabbage,S9,False,0.978,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:57:10.820173+00:00,R0C1-L2-F,0,1,2,front,cabbage,S2_3,False,0.964,log_and_continue,"healthy, confident reading (0.96) at stage 'S2_3'",S2_3,False
