timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-14T06:34:11.645600+00:00,R0C0-L0-F,0,0,0,front,cabbage,S6_7,True,0.944,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.94,S2_3,False
2026-09-14T06:34:11.718450+00:00,R0C0-L0-B,0,0,0,back,lettuce,Early Growth,False,0.821,log_and_continue,"healthy, confident reading (0.82) at stage 'Early Growth'",Leafy growth,False
2026-09-14T06:34:11.773332+00:00,R0C0-L1-F,0,0,1,front,mushroom,Juvenile,False,0.725,log_and_continue,"healthy, confident reading (0.72) at stage 'Juvenile'",Harvest,True
2026-09-14T06:34:11.821885+00:00,R0C0-L1-B,0,0,1,back,cabbage,S6_7,False,0.832,log_and_continue,"healthy, confident reading (0.83) at stage 'S6_7'",S9,False
2026-09-14T06:34:11.864111+00:00,R0C0-L2-F,0,0,2,front,lettuce,Harvest stage,False,0.92,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Early Growth,False
2026-09-14T06:34:11.903809+00:00,R0C0-L2-B,0,0,2,back,mushroom,Harvest,False,0.674,schedule_monitoring,healthy but marginal confidence (0.67) -- re-check sooner,Intermediate,False
2026-09-14T06:34:11.937475+00:00,R0C0-L3-F,0,0,3,front,cabbage,S9,False,0.951,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S6_7,True
2026-09-14T06:34:11.964858+00:00,R0C0-L3-B,0,0,3,back,lettuce,Head formation,True,0.617,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.62,Harvest stage,False
2026-09-14T06:34:12.004901+00:00,R0C1-L3-F,0,1,3,front,mushroom,Intermediate,False,0.814,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,True
2026-09-14T06:34:12.031924+00:00,R0C1-L3-B,0,1,3,back,cabbage,S4_5,False,0.688,schedule_monitoring,healthy but marginal confidence (0.69) -- re-check sooner,S9,False
2026-09-14T06:34:12.066309+00:00,R0C1-L2-F,0,1,2,front,cabbage,S2_3,False,0.965,log_and_continue,"healthy, confident reading (0.96) at stage 'S2_3'",S2_3,False
2026-09-14T06:34:12.102643+00:00,R0C1-L2-B,0,1,2,back,lettuce,Harvest stage,False,0.664,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,Leafy growth,False
2026-09-14T06:34:12.150970+00:00,R0C1-L1-F,0,1,1,front,lettuce,Leafy growth,True,0.573,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,Head formation,True
2026-09-14T06:34:12.205627+00:00,R0C1-L1-B,0,1,1,back,mushroom,Harvest,True,0.763,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.76,Harvest,False
2026-09-14T06:34:12.272498+00:00,R0C1-L0-F,0,1,0,front,mushroom,Juvenile,False,0.82,log_and_continue,"healthy, confident reading (0.82) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:34:12.334254+00:00,R0C1-L0-B,0,1,0,back,cabbage,S9,False,0.947,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S4_5,False
2026-09-14T06:34:12.406007+00:00,R0C2-L0-F,0,2,0,front,lettuce,Head formation,True,0.588,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Early Growth,False
2026-09-14T06:34:12.470664+00:00,R0C2-L0-B,0,2,0,back,mushroom,Harvest,True,0.587,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Intermediate,False
2026-09-14T06:34:12.529797+00:00,R0C2-L1-F,0,2,1,front,cabbage,S9,False,0.781,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S6_7,True
2026-09-14T06:34:12.582162+00:00,R0C2-L1-B,0,2,1,back,lettuce,Head formation,False,0.885,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:34:12.627781+00:00,R0C2-L2-F,0,2,2,front,mushroom,Harvest,False,0.741,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-14T06:34:12.666984+00:00,R0C2-L2-B,0,2,2,back,cabbage,S8,False,0.753,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S4_5,False
2026-09-14T06:34:12.701122+00:00,R0C2-L3-F,0,2,3,front,lettuce,Head formation,True,0.791,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.79,Head formation,True
2026-09-14T06:34:12.734907+00:00,R0C2-L3-B,0,2,3,back,mushroom,Juvenile,True,0.92,flag_for_treatment,disease detected at stage 'Juvenile' with confidence 0.92,Harvest,False
2026-09-14T06:34:12.788141+00:00,R1C2-L3-F,1,2,3,front,lettuce,Leafy growth,False,0.739,log_and_continue,"healthy, confident reading (0.74) at stage 'Leafy growth'",Head formation,True
2026-09-14T06:34:12.810641+00:00,R1C2-L3-B,1,2,3,back,mushroom,Juvenile,False,0.634,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Harvest,False
2026-09-14T06:34:12.844104+00:00,R1C2-L2-F,1,2,2,front,mushroom,Intermediate,False,0.61,schedule_monitoring,healthy but marginal confidence (0.61) -- re-check sooner,Juvenile,False
2026-09-14T06:34:12.883834+00:00,R1C2-L2-B,1,2,2,back,cabbage,S2_3,False,0.977,log_and_continue,"healthy, confident reading (0.98) at stage 'S2_3'",S4_5,False
2026-09-14T06:34:12.925263+00:00,R1C2-L1-F,1,2,1,front,cabbage,S4_5,False,0.637,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,S6_7,True
2026-09-14T06:34:12.977997+00:00,R1C2-L1-B,1,2,1,back,lettuce,Harvest stage,False,0.647,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,Harvest stage,False
