timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:33:45.634956+00:00,St0-L0-F,0,0,front,cabbage,S6_7,False,0.619,schedule_monitoring,healthy but marginal confidence (0.62) -- re-check sooner,S2_3,False
2026-09-13T18:33:45.675108+00:00,St0-L0-B,0,0,back,lettuce,Head formation,False,0.875,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Leafy growth,False
2026-09-13T18:33:45.711637+00:00,St0-L1-F,0,1,front,mushroom,Harvest,False,0.642,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Harvest,True
2026-09-13T18:33:45.745080+00:00,St0-L1-B,0,1,back,cabbage,S6_7,False,0.78,log_and_continue,"healthy, confident reading (0.78) at stage 'S6_7'",S9,False
2026-09-13T18:33:45.772481+00:00,St0-L2-F,0,2,front,lettuce,Early Growth,False,0.746,log_and_continue,"healthy, confident reading (0.75) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:33:45.797670+00:00,St0-L2-B,0,2,back,mushroom,Harvest,False,0.752,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:33:45.833528+00:00,St0-L3-F,0,3,front,cabbage,S2_3,True,0.562,schedule_monitoring,low-confidence reading (0.56 < 0.6) -- re-check before trusting it,S6_7,True
2026-09-13T18:33:45.868440+00:00,St0-L3-B,0,3,back,lettuce,Harvest stage,False,0.891,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:33:45.912853+00:00,St1-L3-F,1,3,front,mushroom,Harvest,False,0.875,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,True
2026-09-13T18:33:45.949240+00:00,St1-L3-B,1,3,back,cabbage,S4_5,False,0.794,log_and_continue,"healthy, confident reading (0.79) at stage 'S4_5'",S9,False
2026-09-13T18:33:45.978382+00:00,St1-L2-F,1,2,front,cabbage,S2_3,True,0.573,schedule_monitoring,low-confidence reading (0.57 < 0.6) -- re-check before trusting it,S2_3,False
2026-09-13T18:33:46.018260+00:00,St1-L2-B,1,2,back,lettuce,Leafy growth,False,0.888,log_and_continue,"healthy, confident reading (0.89) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:33:46.045791+00:00,St1-L1-F,1,1,front,lettuce,Head formation,False,0.765,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Head formation,True
2026-09-13T18:33:46.079642+00:00,St1-L1-B,1,1,back,mushroom,Juvenile,True,0.691,flag_for_treatment,disease detected at stage 'Juvenile' with confidence 0.69,Harvest,False
2026-09-13T18:33:46.126055+00:00,St1-L0-F,1,0,front,mushroom,Intermediate,True,0.587,schedule_monitoring,low-confidence reading (0.59 < 0.6) -- re-check before trusting it,Juvenile,False
2026-09-13T18:33:46.159408+00:00,St1-L0-B,1,0,back,cabbage,S2_3,False,0.624,schedule_monitoring,healthy but marginal confidence (0.62) -- re-check sooner,S4_5,False
2026-09-13T18:33:46.204219+00:00,St2-L0-F,2,0,front,lettuce,Early Growth,True,0.834,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.83,Early Growth,False
2026-09-13T18:33:46.253071+00:00,St2-L0-B,2,0,back,mushroom,Harvest,False,0.649,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,Intermediate,False
2026-09-13T18:33:46.293953+00:00,St2-L1-F,2,1,front,cabbage,S8,False,0.722,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S6_7,True
2026-09-13T18:33:46.332370+00:00,St2-L1-B,2,1,back,lettuce,Leafy growth,False,0.841,log_and_continue,"healthy, confident reading (0.84) at stage 'Leafy growth'",Harvest stage,False
2026-09-13T18:33:46.361639+00:00,St2-L2-F,2,2,front,mushroom,Harvest,False,0.862,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-13T18:33:46.398277+00:00,St2-L2-B,2,2,back,cabbage,S2_3,False,0.971,log_and_continue,"healthy, confident reading (0.97) at stage 'S2_3'",S4_5,False
2026-09-13T18:33:46.428867+00:00,St2-L3-F,2,3,front,lettuce,Leafy growth,True,0.841,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.84,Head formation,True
2026-09-13T18:33:46.476968+00:00,St2-L3-B,2,3,back,mushroom,Intermediate,False,0.943,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
