timestamp,pod_id,row,col,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-14T06:26:00.333529+00:00,R0C0-L0-F,0,0,0,front,cabbage,S2_3,False,0.871,log_and_continue,"healthy, confident reading (0.87) at stage 'S2_3'",S2_3,False
2026-09-14T06:26:00.397446+00:00,R0C0-L0-B,0,0,0,back,lettuce,Leafy growth,False,0.965,log_and_continue,"healthy, confident reading (0.96) at stage 'Leafy growth'",Leafy growth,False
2026-09-14T06:26:00.456162+00:00,R0C0-L1-F,0,0,1,front,mushroom,Harvest,True,0.896,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.90,Harvest,True
2026-09-14T06:26:00.515944+00:00,R0C0-L1-B,0,0,1,back,cabbage,S2_3,False,0.728,log_and_continue,"healthy, confident reading (0.73) at stage 'S2_3'",S9,False
2026-09-14T06:26:00.556773+00:00,R0C0-L2-F,0,0,2,front,lettuce,Early Growth,False,0.938,log_and_continue,"healthy, confident reading (0.94) at stage 'Early Growth'",Early Growth,False
2026-09-14T06:26:00.592438+00:00,R0C0-L2-B,0,0,2,back,mushroom,Intermediate,False,0.98,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:26:00.626291+00:00,R0C0-L3-F,0,0,3,front,cabbage,S8,True,0.483,schedule_monitoring,low-confidence reading (0.48 < 0.6) -- re-check before trusting it,S6_7,True
2026-09-14T06:26:00.655446+00:00,R0C0-L3-B,0,0,3,back,lettuce,Harvest stage,False,0.896,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:26:00.695506+00:00,R0C1-L3-F,0,1,3,front,mushroom,Harvest,True,0.641,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.64,Harvest,True
2026-09-14T06:26:00.729792+00:00,R0C1-L3-B,0,1,3,back,cabbage,S9,False,0.969,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:26:00.763525+00:00,R0C1-L2-F,0,1,2,front,cabbage,S4_5,False,0.654,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S2_3,False
2026-09-14T06:26:00.804195+00:00,R0C1-L2-B,0,1,2,back,lettuce,Leafy growth,False,0.817,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Leafy growth,False
2026-09-14T06:26:00.849472+00:00,R0C1-L1-F,0,1,1,front,lettuce,Head formation,True,0.84,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.84,Head formation,True
2026-09-14T06:26:00.914710+00:00,R0C1-L1-B,0,1,1,back,mushroom,Harvest,False,0.954,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:26:00.981021+00:00,R0C1-L0-F,0,1,0,front,mushroom,Juvenile,False,0.968,log_and_continue,"healthy, confident reading (0.97) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:26:01.047604+00:00,R0C1-L0-B,0,1,0,back,cabbage,S2_3,False,0.696,schedule_monitoring,healthy but marginal confidence (0.70) -- re-check sooner,S4_5,False
2026-09-14T06:26:01.121631+00:00,R0C2-L0-F,0,2,0,front,lettuce,Early Growth,False,0.845,log_and_continue,"healthy, confident reading (0.84) at stage 'Early Growth'",Early Growth,False
2026-09-14T06:26:01.186722+00:00,R0C2-L0-B,0,2,0,back,mushroom,Intermediate,False,0.962,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:26:01.250377+00:00,R0C2-L1-F,0,2,1,front,cabbage,S2_3,True,0.603,flag_for_treatment,disease detected at stage 'S2_3' with confidence 0.60,S6_7,True
2026-09-14T06:26:01.319057+00:00,R0C2-L1-B,0,2,1,back,lettuce,Leafy growth,False,0.712,log_and_continue,"healthy, confident reading (0.71) at stage 'Leafy growth'",Harvest stage,False
2026-09-14T06:26:01.369244+00:00,R0C2-L2-F,0,2,2,front,mushroom,Juvenile,False,0.974,log_and_continue,"healthy, confident reading (0.97) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:26:01.410083+00:00,R0C2-L2-B,0,2,2,back,cabbage,S4_5,False,0.909,log_and_continue,"healthy, confident reading (0.91) at stage 'S4_5'",S4_5,False
2026-09-14T06:26:01.440885+00:00,R0C2-L3-F,0,2,3,front,lettuce,Head formation,True,0.838,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.84,Head formation,True
2026-09-14T06:26:01.474290+00:00,R0C2-L3-B,0,2,3,back,mushroom,Harvest,False,0.837,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:26:01.522819+00:00,R1C2-L3-F,1,2,3,front,lettuce,Head formation,True,0.933,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.93,Head formation,True
2026-09-14T06:26:01.555521+00:00,R1C2-L3-B,1,2,3,back,mushroom,Harvest,False,0.979,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:26:01.589219+00:00,R1C2-L2-F,1,2,2,front,mushroom,Juvenile,False,0.808,log_and_continue,"healthy, confident reading (0.81) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:26:01.624319+00:00,R1C2-L2-B,1,2,2,back,cabbage,S4_5,False,0.93,log_and_continue,"healthy, confident reading (0.93) at stage 'S4_5'",S4_5,False
2026-09-14T06:26:01.665932+00:00,R1C2-L1-F,1,2,1,front,cabbage,S6_7,False,0.601,schedule_monitoring,healthy but marginal confidence (0.60) -- re-check sooner,S6_7,True
2026-09-14T06:26:01.727542+00:00,R1C2-L1-B,1,2,1,back,lettuce,Harvest stage,False,0.965,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:26:01.793839+00:00,R1C2-L0-F,1,2,0,front,lettuce,Early Growth,False,0.972,log_and_continue,"healthy, confident reading (0.97) at stage 'Early Growth'",Early Growth,False
2026-09-14T06:26:01.856710+00:00,R1C2-L0-B,1,2,0,back,mushroom,Intermediate,False,0.896,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:26:01.929867+00:00,R1C1-L0-F,1,1,0,front,mushroom,Juvenile,False,0.961,log_and_continue,"healthy, confident reading (0.96) at stage 'Juvenile'",Juvenile,False
2026-09-14T06:26:01.996794+00:00,R1C1-L0-B,1,1,0,back,cabbage,S4_5,False,0.907,log_and_continue,"healthy, confident reading (0.91) at stage 'S4_5'",S4_5,False
2026-09-14T06:26:02.058565+00:00,R1C1-L1-F,1,1,1,front,lettuce,Head formation,True,0.965,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.96,Head formation,True
2026-09-14T06:26:02.116930+00:00,R1C1-L1-B,1,1,1,back,mushroom,Harvest,False,0.968,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-14T06:26:02.162493+00:00,R1C1-L2-F,1,1,2,front,cabbage,S2_3,False,0.84,log_and_continue,"healthy, confident reading (0.84) at stage 'S2_3'",S2_3,False
2026-09-14T06:26:02.196439+00:00,R1C1-L2-B,1,1,2,back,lettuce,Leafy growth,False,0.98,log_and_continue,"healthy, confident reading (0.98) at stage 'Leafy growth'",Leafy growth,False
2026-09-14T06:26:02.221846+00:00,R1C1-L3-F,1,1,3,front,mushroom,Harvest,True,0.872,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.87,Harvest,True
2026-09-14T06:26:02.253109+00:00,R1C1-L3-B,1,1,3,back,cabbage,S9,False,0.8,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:26:02.285432+00:00,R1C0-L3-F,1,0,3,front,cabbage,S6_7,True,0.842,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.84,S6_7,True
2026-09-14T06:26:02.316095+00:00,R1C0-L3-B,1,0,3,back,lettuce,Harvest stage,False,0.955,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-14T06:26:02.350980+00:00,R1C0-L2-F,1,0,2,front,lettuce,Early Growth,False,0.854,log_and_continue,"healthy, confident reading (0.85) at stage 'Early Growth'",Early Growth,False
2026-09-14T06:26:02.386016+00:00,R1C0-L2-B,1,0,2,back,mushroom,Intermediate,False,0.81,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-14T06:26:02.430683+00:00,R1C0-L1-F,1,0,1,front,mushroom,Harvest,True,0.906,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.91,Harvest,True
2026-09-14T06:26:02.486020+00:00,R1C0-L1-B,1,0,1,back,cabbage,S9,False,0.866,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:26:02.542565+00:00,R1C0-L0-F,1,0,0,front,cabbage,S2_3,False,0.908,log_and_continue,"healthy, confident reading (0.91) at stage 'S2_3'",S2_3,False
2026-09-14T06:26:02.602724+00:00,R1C0-L0-B,1,0,0,back,lettuce,Leafy growth,False,0.923,log_and_continue,"healthy, confident reading (0.92) at stage 'Leafy growth'",Leafy growth,False
2026-09-14T06:26:02.686733+00:00,R2C0-L0-F,2,0,0,front,cabbage,S2_3,False,0.945,log_and_continue,"healthy, confident reading (0.94) at stage 'S2_3'",S2_3,False
2026-09-14T06:26:02.747555+00:00,R2C0-L0-B,2,0,0,back,lettuce,Leafy growth,False,0.982,log_and_continue,"healthy, confident reading (0.98) at stage 'Leafy growth'",Leafy growth,False
2026-09-14T06:26:02.801114+00:00,R2C0-L1-F,2,0,1,front,mushroom,Harvest,True,0.826,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.83,Harvest,True
2026-09-14T06:26:02.863674+00:00,R2C0-L1-B,2,0,1,back,cabbage,S9,False,0.932,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-14T06:26:02.915267+00:00,R2C0-L2-F,2,0,2,front,lettuce,Early Growth,True,0.741,flag_for_treatment,disease detected at stage 'Early Growth' with confidence 0.74,Early Growth,False
