timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:33:50.264900+00:00,St0-L0-F,0,0,front,cabbage,S2_3,False,0.986,log_and_continue,"healthy, confident reading (0.99) at stage 'S2_3'",S2_3,False
2026-09-13T18:33:51.011312+00:00,St0-L0-B,0,0,back,lettuce,Leafy growth,False,0.819,log_and_continue,"healthy, confident reading (0.82) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:33:51.806115+00:00,St0-L1-F,0,1,front,mushroom,Harvest,True,0.974,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.97,Harvest,True
2026-09-13T18:33:52.575127+00:00,St0-L1-B,0,1,back,cabbage,S9,False,0.859,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:33:53.386943+00:00,St0-L2-F,0,2,front,lettuce,Early Growth,False,0.905,log_and_continue,"healthy, confident reading (0.91) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:33:54.126938+00:00,St0-L2-B,0,2,back,mushroom,Intermediate,False,0.909,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:33:54.935943+00:00,St0-L3-F,0,3,front,cabbage,S6_7,True,0.921,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.92,S6_7,True
2026-09-13T18:33:55.689655+00:00,St0-L3-B,0,3,back,lettuce,Harvest stage,False,0.921,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:33:56.837710+00:00,St1-L3-F,1,3,front,mushroom,Intermediate,True,0.741,flag_for_treatment,disease detected at stage 'Intermediate' with confidence 0.74,Harvest,True
2026-09-13T18:33:57.605314+00:00,St1-L3-B,1,3,back,cabbage,S9,False,0.849,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S9,False
2026-09-13T18:33:58.420812+00:00,St1-L2-F,1,2,front,cabbage,S2_3,False,0.836,log_and_continue,"healthy, confident reading (0.84) at stage 'S2_3'",S2_3,False
2026-09-13T18:33:59.145910+00:00,St1-L2-B,1,2,back,lettuce,Leafy growth,False,0.855,log_and_continue,"healthy, confident reading (0.85) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:33:59.949741+00:00,St1-L1-F,1,1,front,lettuce,Leafy growth,True,0.695,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.69,Head formation,True
2026-09-13T18:34:00.711284+00:00,St1-L1-B,1,1,back,mushroom,Harvest,False,0.803,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-13T18:34:01.521748+00:00,St1-L0-F,1,0,front,mushroom,Juvenile,False,0.891,log_and_continue,"healthy, confident reading (0.89) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:34:02.255094+00:00,St1-L0-B,1,0,back,cabbage,S2_3,False,0.528,schedule_monitoring,low-confidence reading (0.53 < 0.6) -- re-check before trusting it,S4_5,False
2026-09-13T18:34:03.409068+00:00,St2-L0-F,2,0,front,lettuce,Early Growth,False,0.881,log_and_continue,"healthy, confident reading (0.88) at stage 'Early Growth'",Early Growth,False
2026-09-13T18:34:04.146638+00:00,St2-L0-B,2,0,back,mushroom,Intermediate,False,0.986,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:34:04.967130+00:00,St2-L1-F,2,1,front,cabbage,S6_7,True,0.943,flag_for_treatment,disease detected at stage 'S6_7' with confidence 0.94,S6_7,True
2026-09-13T18:34:05.715543+00:00,St2-L1-B,2,1,back,lettuce,Harvest stage,False,0.807,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:34:06.532573+00:00,St2-L2-F,2,2,front,mushroom,Juvenile,False,0.989,log_and_continue,"healthy, confident reading (0.99) at stage 'Juvenile'",Juvenile,False
2026-09-13T18:34:07.268171+00:00,St2-L2-B,2,2,back,cabbage,S4_5,False,0.964,log_and_continue,"healthy, confident reading (0.96) at stage 'S4_5'",S4_5,False
2026-09-13T18:34:08.080959+00:00,St2-L3-F,2,3,front,lettuce,Head formation,True,0.88,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.88,Head formation,True
2026-09-13T18:34:08.838498+00:00,St2-L3-B,2,3,back,mushroom,Harvest,False,0.902,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
