timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:32:43.840911+00:00,St0-L0-F,0,0,front,cabbage,S2_3,False,0.825,log_and_continue,"healthy, confident reading (0.82) at stage 'S2_3'",S2_3,False
2026-09-13T18:32:43.872352+00:00,St0-L0-B,0,0,back,lettuce,Leafy growth,False,0.85,log_and_continue,"healthy, confident reading (0.85) at stage 'Leafy growth'",Leafy growth,False
2026-09-13T18:32:43.904518+00:00,St0-L1-F,0,1,front,mushroom,Harvest,False,0.956,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,True
2026-09-13T18:32:43.944575+00:00,St0-L1-B,0,1,back,cabbage,S8,False,0.656,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,S9,False
2026-09-13T18:32:43.987084+00:00,St0-L2-F,0,2,front,lettuce,Harvest stage,True,0.624,flag_for_treatment,disease detected at stage 'Harvest stage' with confidence 0.62,Early Growth,False
2026-09-13T18:32:44.038557+00:00,St0-L2-B,0,2,back,mushroom,Juvenile,False,0.917,log_and_continue,"healthy, confident reading (0.92) at stage 'Juvenile'",Intermediate,False
2026-09-13T18:32:44.069891+00:00,St0-L3-F,0,3,front,cabbage,S4_5,False,0.965,log_and_continue,"healthy, confident reading (0.96) at stage 'S4_5'",S6_7,True
2026-09-13T18:32:44.100515+00:00,St0-L3-B,0,3,back,lettuce,Harvest stage,False,0.776,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:32:44.149613+00:00,St1-L3-F,1,3,front,mushroom,Juvenile,False,0.72,log_and_continue,"healthy, confident reading (0.72) at stage 'Juvenile'",Harvest,True
2026-09-13T18:32:44.182808+00:00,St1-L3-B,1,3,back,cabbage,S4_5,True,0.565,schedule_monitoring,low-confidence reading (0.56 < 0.6) -- re-check before trusting it,S9,False
2026-09-13T18:32:44.223717+00:00,St1-L2-F,1,2,front,cabbage,S2_3,False,0.862,log_and_continue,"healthy, confident reading (0.86) at stage 'S2_3'",S2_3,False
2026-09-13T18:32:44.253324+00:00,St1-L2-B,1,2,back,lettuce,Leafy growth,False,0.631,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,Leafy growth,False
2026-09-13T18:32:44.301170+00:00,St1-L1-F,1,1,front,lettuce,Leafy growth,False,0.659,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,Head formation,True
2026-09-13T18:32:44.336752+00:00,St1-L1-B,1,1,back,mushroom,Harvest,False,0.956,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Harvest,False
2026-09-13T18:32:44.372923+00:00,St1-L0-F,1,0,front,mushroom,Intermediate,False,0.643,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Juvenile,False
2026-09-13T18:32:44.408080+00:00,St1-L0-B,1,0,back,cabbage,S9,False,0.743,schedule_monitoring,"healthy, confident, and near harvest ('S9') -- tighten monitoring cadence",S4_5,False
2026-09-13T18:32:44.456844+00:00,St2-L0-F,2,0,front,lettuce,Leafy growth,True,0.9,flag_for_treatment,disease detected at stage 'Leafy growth' with confidence 0.90,Early Growth,False
2026-09-13T18:32:44.503338+00:00,St2-L0-B,2,0,back,mushroom,Intermediate,False,0.962,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Intermediate,False
2026-09-13T18:32:44.538182+00:00,St2-L1-F,2,1,front,cabbage,S6_7,False,0.628,schedule_monitoring,healthy but marginal confidence (0.63) -- re-check sooner,S6_7,True
2026-09-13T18:32:44.572024+00:00,St2-L1-B,2,1,back,lettuce,Head formation,False,0.644,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Harvest stage,False
2026-09-13T18:32:44.606954+00:00,St2-L2-F,2,2,front,mushroom,Harvest,False,0.86,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-13T18:32:44.640439+00:00,St2-L2-B,2,2,back,cabbage,S4_5,False,0.891,log_and_continue,"healthy, confident reading (0.89) at stage 'S4_5'",S4_5,False
2026-09-13T18:32:44.666962+00:00,St2-L3-F,2,3,front,lettuce,Harvest stage,False,0.724,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Head formation,True
2026-09-13T18:32:44.701181+00:00,St2-L3-B,2,3,back,mushroom,Intermediate,False,0.897,schedule_monitoring,"healthy, confident, and near harvest ('Intermediate') -- tighten monitoring cadence",Harvest,False
