timestamp,pod_id,station,layer,side,crop_type,growth_stage,disease_flag,confidence,action,reason,ground_truth_stage,ground_truth_diseased
2026-09-13T18:42:03.669737+00:00,St0-L0-F,0,0,front,cabbage,S2_3,False,0.851,log_and_continue,"healthy, confident reading (0.85) at stage 'S2_3'",S2_3,False
2026-09-13T18:42:03.698431+00:00,St0-L0-B,0,0,back,lettuce,Head formation,False,0.806,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Leafy growth,False
2026-09-13T18:42:03.734871+00:00,St0-L1-F,0,1,front,mushroom,Juvenile,False,0.641,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Harvest,True
2026-09-13T18:42:03.775144+00:00,St0-L1-B,0,1,back,cabbage,S2_3,False,0.656,schedule_monitoring,healthy but marginal confidence (0.66) -- re-check sooner,S9,False
2026-09-13T18:42:03.811554+00:00,St0-L2-F,0,2,front,lettuce,Head formation,False,0.769,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Early Growth,False
2026-09-13T18:42:03.846216+00:00,St0-L2-B,0,2,back,mushroom,Harvest,False,0.61,schedule_monitoring,healthy but marginal confidence (0.61) -- re-check sooner,Intermediate,False
2026-09-13T18:42:03.882324+00:00,St0-L3-F,0,3,front,cabbage,S4_5,False,0.675,schedule_monitoring,healthy but marginal confidence (0.68) -- re-check sooner,S6_7,True
2026-09-13T18:42:03.916975+00:00,St0-L3-B,0,3,back,lettuce,Head formation,True,0.748,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.75,Harvest stage,False
2026-09-13T18:42:03.971822+00:00,St1-L3-F,1,3,front,mushroom,Intermediate,False,0.665,schedule_monitoring,healthy but marginal confidence (0.67) -- re-check sooner,Harvest,True
2026-09-13T18:42:04.010963+00:00,St1-L3-B,1,3,back,cabbage,S6_7,False,0.783,log_and_continue,"healthy, confident reading (0.78) at stage 'S6_7'",S9,False
2026-09-13T18:42:04.043013+00:00,St1-L2-F,1,2,front,cabbage,S2_3,True,0.92,flag_for_treatment,disease detected at stage 'S2_3' with confidence 0.92,S2_3,False
2026-09-13T18:42:04.090447+00:00,St1-L2-B,1,2,back,lettuce,Harvest stage,False,0.605,schedule_monitoring,healthy but marginal confidence (0.60) -- re-check sooner,Leafy growth,False
2026-09-13T18:42:04.126285+00:00,St1-L1-F,1,1,front,lettuce,Harvest stage,False,0.94,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Head formation,True
2026-09-13T18:42:04.160911+00:00,St1-L1-B,1,1,back,mushroom,Harvest,True,0.67,flag_for_treatment,disease detected at stage 'Harvest' with confidence 0.67,Harvest,False
2026-09-13T18:42:04.207667+00:00,St1-L0-F,1,0,front,mushroom,Juvenile,True,0.901,flag_for_treatment,disease detected at stage 'Juvenile' with confidence 0.90,Juvenile,False
2026-09-13T18:42:04.255888+00:00,St1-L0-B,1,0,back,cabbage,S8,False,0.653,schedule_monitoring,healthy but marginal confidence (0.65) -- re-check sooner,S4_5,False
2026-09-13T18:42:04.299203+00:00,St2-L0-F,2,0,front,lettuce,Harvest stage,False,0.718,schedule_monitoring,"healthy, confident, and near harvest ('Harvest stage') -- tighten monitoring cadence",Early Growth,False
2026-09-13T18:42:04.334081+00:00,St2-L0-B,2,0,back,mushroom,Juvenile,False,0.695,schedule_monitoring,healthy but marginal confidence (0.69) -- re-check sooner,Intermediate,False
2026-09-13T18:42:04.370187+00:00,St2-L1-F,2,1,front,cabbage,S8,False,0.736,schedule_monitoring,"healthy, confident, and near harvest ('S8') -- tighten monitoring cadence",S6_7,True
2026-09-13T18:42:04.405514+00:00,St2-L1-B,2,1,back,lettuce,Head formation,False,0.896,schedule_monitoring,"healthy, confident, and near harvest ('Head formation') -- tighten monitoring cadence",Harvest stage,False
2026-09-13T18:42:04.441503+00:00,St2-L2-F,2,2,front,mushroom,Harvest,False,0.849,schedule_monitoring,"healthy, confident, and near harvest ('Harvest') -- tighten monitoring cadence",Juvenile,False
2026-09-13T18:42:04.475875+00:00,St2-L2-B,2,2,back,cabbage,S2_3,False,0.968,log_and_continue,"healthy, confident reading (0.97) at stage 'S2_3'",S4_5,False
2026-09-13T18:42:04.503370+00:00,St2-L3-F,2,3,front,lettuce,Head formation,True,0.9,flag_for_treatment,disease detected at stage 'Head formation' with confidence 0.90,Head formation,True
2026-09-13T18:42:04.549647+00:00,St2-L3-B,2,3,back,mushroom,Intermediate,False,0.643,schedule_monitoring,healthy but marginal confidence (0.64) -- re-check sooner,Harvest,False
